id,user_id,question_id,points,submitted_at,username
499,1300859158136098947,71,120,2024-11-03 22:48:28.498328+05:30,bhavin0952
500,1300859158136098947,181,130,2024-11-03 22:52:12.403583+05:30,bhavin0952
501,1300859158136098947,334,-10,2024-11-03 23:01:38.324062+05:30,bhavin0952
502,1300859158136098947,334,-50,2024-11-03 23:02:19.605031+05:30,bhavin0952
503,1300865579653267516,141,80,2024-11-04 01:00:11.156859+05:30,7akaman
504,1300865579653267516,210,110,2024-11-04 01:13:01.332034+05:30,7akaman
505,1109621504095813754,100,100,2024-11-04 02:46:57.3616+05:30,jesdq
506,1109621504095813754,318,-10,2024-11-04 02:50:22.640011+05:30,jesdq
507,1300859158136098947,35,-10,2024-11-04 03:41:13.277243+05:30,bhavin0952
508,1300859158136098947,35,80,2024-11-04 03:44:30.284897+05:30,bhavin0952
509,1292626593516355617,234,80,2024-11-04 07:34:19.653133+05:30,rssahu_34755
510,1292626593516355617,191,90,2024-11-04 07:40:07.994457+05:30,rssahu_34755
511,796757669226610739,266,170,2024-11-04 09:15:16.713597+05:30,pushpakgaikwad12
512,796757669226610739,93,180,2024-11-04 09:22:52.410589+05:30,pushpakgaikwad12
513,796757669226610739,288,180,2024-11-04 09:32:29.401567+05:30,pushpakgaikwad12
514,796757669226610739,86,220,2024-11-04 09:40:59.663565+05:30,pushpakgaikwad12
515,796757669226610739,121,220,2024-11-04 09:51:56.334176+05:30,pushpakgaikwad12
516,1098654279989997638,262,80,2024-11-04 10:33:58.950277+05:30,_torato
517,1300859158136098947,9,70,2024-11-04 11:07:56.112093+05:30,bhavin0952
518,1300859158136098947,149,80,2024-11-04 11:13:18.430584+05:30,bhavin0952
519,1300859158136098947,265,110,2024-11-04 11:15:29.32683+05:30,bhavin0952
520,941586084104663080,370,80,2024-11-04 11:17:01.581562+05:30,mansi6806
521,1300859158136098947,278,120,2024-11-04 11:17:17.50938+05:30,bhavin0952
522,1300859158136098947,46,130,2024-11-04 11:32:13.582545+05:30,bhavin0952
523,1098654279989997638,72,130,2024-11-04 11:37:09.612236+05:30,_torato
524,1300859158136098947,176,140,2024-11-04 11:37:29.233231+05:30,bhavin0952
525,1300859158136098947,33,-10,2024-11-04 11:40:29.939366+05:30,bhavin0952
526,1300859158136098947,33,-10,2024-11-04 11:41:20.745731+05:30,bhavin0952
527,1300859158136098947,33,80,2024-11-04 11:41:44.258517+05:30,bhavin0952
528,1300859158136098947,33,-50,2024-11-04 11:42:09.697834+05:30,bhavin0952
529,1107712840464334910,145,-10,2024-11-04 12:10:37.318889+05:30,karthikghy
530,1107712840464334910,145,60,2024-11-04 12:11:02.45124+05:30,karthikghy
531,1300859158136098947,189,90,2024-11-04 13:33:47.184834+05:30,bhavin0952
532,1300859158136098947,274,100,2024-11-04 13:35:29.064088+05:30,bhavin0952
533,858570400241025034,243,60,2024-11-04 13:36:00.793362+05:30,bk052944
534,1300859158136098947,272,110,2024-11-04 13:37:26.327324+05:30,bhavin0952
535,1300859158136098947,328,120,2024-11-04 13:40:32.25024+05:30,bhavin0952
536,1300859158136098947,20,130,2024-11-04 13:43:05.310325+05:30,bhavin0952
537,1300859158136098947,22,-10,2024-11-04 13:56:30.699131+05:30,bhavin0952
538,1300859158136098947,22,-10,2024-11-04 14:00:37.131513+05:30,bhavin0952
539,1300859158136098947,22,-50,2024-11-04 14:01:08.973833+05:30,bhavin0952
540,1300859158136098947,288,80,2024-11-04 17:57:48.234604+05:30,bhavin0952
541,1300859158136098947,211,-10,2024-11-04 18:02:27.299846+05:30,bhavin0952
542,1300859158136098947,211,-50,2024-11-04 18:03:07.442079+05:30,bhavin0952
543,1300859158136098947,211,120,2024-11-04 18:05:12.205969+05:30,bhavin0952
544,1300859158136098947,138,90,2024-11-04 18:23:02.203465+05:30,bhavin0952
545,1300859158136098947,10,80,2024-11-04 18:26:16.505016+05:30,bhavin0952
546,1302443875624947803,267,80,2024-11-04 18:32:52.308374+05:30,manisha_71736
547,1060410743834546186,344,-10,2024-11-04 18:38:24.176284+05:30,pradeep2449
548,1060410743834546186,344,80,2024-11-04 18:40:34.772081+05:30,pradeep2449
549,1300859158136098947,29,110,2024-11-04 19:04:58.633019+05:30,bhavin0952
550,1300859158136098947,215,120,2024-11-04 19:09:53.314306+05:30,bhavin0952
551,1300859158136098947,217,130,2024-11-04 19:12:48.329486+05:30,bhavin0952
552,1300859158136098947,206,-10,2024-11-04 19:20:48.475188+05:30,bhavin0952
553,1300859158136098947,206,-10,2024-11-04 19:26:14.387533+05:30,bhavin0952
554,1300859158136098947,206,-50,2024-11-04 19:26:49.79647+05:30,bhavin0952
555,1291464726080913429,340,110,2024-11-04 19:37:02.423041+05:30,neha011756
556,1179805293518004286,127,-10,2024-11-04 19:53:44.746941+05:30,harshavardhan29
557,1179805293518004286,306,60,2024-11-04 19:58:15.862587+05:30,harshavardhan29
558,1179805293518004286,124,-10,2024-11-04 20:12:07.275348+05:30,harshavardhan29
559,1179805293518004286,124,120,2024-11-04 20:13:14.78407+05:30,harshavardhan29
560,1292626593516355617,266,120,2024-11-04 20:13:33.064886+05:30,rssahu_34755
561,1179805293518004286,3,-10,2024-11-04 20:20:26.302343+05:30,harshavardhan29
562,1179805293518004286,3,80,2024-11-04 20:21:12.297373+05:30,harshavardhan29
563,1060410743834546186,74,-10,2024-11-04 20:31:42.891874+05:30,pradeep2449
564,1060410743834546186,74,-10,2024-11-04 20:32:11.61186+05:30,pradeep2449
565,1060410743834546186,74,-10,2024-11-04 20:33:02.676243+05:30,pradeep2449
566,1235457227733864469,265,80,2024-11-04 20:51:05.876195+05:30,najir_11320
567,1246308050051141657,118,-10,2024-11-04 20:56:27.295513+05:30,badhri16
568,1246308050051141657,118,-10,2024-11-04 20:57:31.939435+05:30,badhri16
569,1246308050051141657,118,-50,2024-11-04 20:58:06.726236+05:30,badhri16
570,1246308050051141657,357,-10,2024-11-04 21:04:12.609309+05:30,badhri16
571,1246308050051141657,357,-50,2024-11-04 21:04:54.312092+05:30,badhri16
572,1060410743834546186,261,80,2024-11-04 21:07:55.534167+05:30,pradeep2449
573,1246308050051141657,79,120,2024-11-04 21:08:24.683395+05:30,badhri16
574,1246308050051141657,32,70,2024-11-04 21:10:41.757851+05:30,badhri16
575,1246308050051141657,324,-10,2024-11-04 21:12:46.539083+05:30,badhri16
576,1246308050051141657,324,-10,2024-11-04 21:14:26.55907+05:30,badhri16
577,1246308050051141657,324,-50,2024-11-04 21:14:45.54962+05:30,badhri16
578,1179805293518004286,176,-20,2024-11-04 21:30:00.306466+05:30,harshavardhan29
579,1246308050051141657,329,80,2024-11-04 21:31:27.161265+05:30,badhri16
580,1246308050051141657,58,90,2024-11-04 21:32:34.935119+05:30,badhri16
581,1246308050051141657,337,-10,2024-11-04 21:39:32.941412+05:30,badhri16
582,1246308050051141657,337,-10,2024-11-04 21:42:02.22186+05:30,badhri16
583,1246308050051141657,337,-10,2024-11-04 21:43:10.977225+05:30,badhri16
584,1246308050051141657,337,-50,2024-11-04 21:43:29.429411+05:30,badhri16
585,1202370332053344306,45,110,2024-11-04 22:27:34.337877+05:30,rahulgummal
586,1300839064781455401,342,-10,2024-11-04 23:02:15.433748+05:30,anusha_sha
587,1300839064781455401,342,-10,2024-11-04 23:03:46.867454+05:30,anusha_sha
588,1300839064781455401,342,-50,2024-11-04 23:06:03.45919+05:30,anusha_sha
589,934833356426862625,221,-10,2024-11-05 03:22:23.149724+05:30,mayankvijay_
590,934833356426862625,221,-10,2024-11-05 03:25:28.257866+05:30,mayankvijay_
591,934833356426862625,167,80,2024-11-05 03:28:53.30336+05:30,mayankvijay_
592,934833356426862625,305,70,2024-11-05 03:31:49.819089+05:30,mayankvijay_
593,934833356426862625,348,-10,2024-11-05 03:40:55.293748+05:30,mayankvijay_
594,934833356426862625,348,-50,2024-11-05 03:41:48.609918+05:30,mayankvijay_
595,1300859158136098947,4,80,2024-11-05 04:02:52.452436+05:30,bhavin0952
596,1300859158136098947,159,70,2024-11-05 04:04:32.436839+05:30,bhavin0952
597,1300859158136098947,70,140,2024-11-05 04:08:06.556892+05:30,bhavin0952
598,1300859158136098947,209,-10,2024-11-05 04:16:12.430211+05:30,bhavin0952
599,1300859158136098947,209,-50,2024-11-05 04:16:40.310738+05:30,bhavin0952
600,1300859158136098947,124,-10,2024-11-05 04:32:21.658413+05:30,bhavin0952
601,1300859158136098947,124,-50,2024-11-05 04:32:39.321507+05:30,bhavin0952
602,1246308050051141657,234,60,2024-11-05 08:26:48.323653+05:30,badhri16
603,1246308050051141657,182,90,2024-11-05 08:30:52.800984+05:30,badhri16
604,1292626593516355617,320,-10,2024-11-05 08:32:26.01895+05:30,rssahu_34755
605,1246308050051141657,175,100,2024-11-05 08:33:44.155963+05:30,badhri16
606,1246308050051141657,22,150,2024-11-05 08:38:49.471202+05:30,badhri16
607,1246308050051141657,16,-10,2024-11-05 08:39:50.368907+05:30,badhri16
608,1246308050051141657,16,60,2024-11-05 08:40:54.655361+05:30,badhri16
609,1246308050051141657,77,-10,2024-11-05 08:45:37.858882+05:30,badhri16
610,1246308050051141657,77,-10,2024-11-05 08:47:29.706569+05:30,badhri16
611,1246308050051141657,77,-50,2024-11-05 08:48:33.461238+05:30,badhri16
612,941586084104663080,156,70,2024-11-05 08:49:44.79641+05:30,mansi6806
613,941586084104663080,373,-10,2024-11-05 08:57:42.217393+05:30,mansi6806
614,941586084104663080,241,60,2024-11-05 09:35:34.117466+05:30,mansi6806
615,941586084104663080,62,70,2024-11-05 09:39:03.297467+05:30,mansi6806
616,1235457227733864469,246,70,2024-11-05 09:41:07.510168+05:30,najir_11320
617,941586084104663080,148,-10,2024-11-05 09:41:55.277302+05:30,mansi6806
619,941586084104663080,148,60,2024-11-05 09:43:17.285653+05:30,mansi6806
620,941586084104663080,304,70,2024-11-05 09:46:48.28292+05:30,mansi6806
621,941586084104663080,235,80,2024-11-05 09:48:51.488564+05:30,mansi6806
622,941586084104663080,300,90,2024-11-05 09:51:36.594267+05:30,mansi6806
623,1235457227733864469,12,60,2024-11-05 09:52:27.451503+05:30,najir_11320
624,941586084104663080,306,100,2024-11-05 09:53:46.441222+05:30,mansi6806
625,941586084104663080,301,110,2024-11-05 09:57:30.109222+05:30,mansi6806
626,941586084104663080,153,120,2024-11-05 10:03:45.43037+05:30,mansi6806
627,941586084104663080,191,130,2024-11-05 10:07:59.174098+05:30,mansi6806
628,1098654279989997638,1,100,2024-11-05 10:10:20.58277+05:30,_torato
629,941586084104663080,164,140,2024-11-05 10:15:44.5186+05:30,mansi6806
630,941586084104663080,319,150,2024-11-05 10:21:31.392611+05:30,mansi6806
631,1098654279989997638,274,110,2024-11-05 10:22:08.940985+05:30,_torato
632,1235457227733864469,140,70,2024-11-05 11:04:54.159423+05:30,najir_11320
643,1098654279989997638,13,100,2024-11-05 11:23:57.191158+05:30,_torato
644,1098654279989997638,66,130,2024-11-05 11:32:01.296031+05:30,_torato
645,941586084104663080,142,160,2024-11-05 11:42:04.291442+05:30,mansi6806
646,941586084104663080,149,160,2024-11-05 11:51:35.05593+05:30,mansi6806
647,941586084104663080,199,-10,2024-11-05 11:55:30.60879+05:30,mansi6806
648,941586084104663080,199,-50,2024-11-05 11:56:20.011613+05:30,mansi6806
655,1235457227733864469,302,60,2024-11-05 12:08:31.727384+05:30,najir_11320
657,1235457227733864469,156,70,2024-11-05 12:23:19.97493+05:30,najir_11320
665,941586084104663080,148,60,2024-11-05 12:25:52.606425+05:30,mansi6806
667,1235457227733864469,319,80,2024-11-05 12:27:11.425951+05:30,najir_11320
668,1231273246867853312,135,80,2024-11-05 12:34:10.649739+05:30,mayuradhav.
669,1235457227733864469,255,90,2024-11-05 12:47:25.657926+05:30,najir_11320
670,1235457227733864469,193,100,2024-11-05 12:48:47.302949+05:30,najir_11320
673,1235457227733864469,134,120,2024-11-05 12:50:52.541624+05:30,najir_11320
675,1235457227733864469,192,100,2024-11-05 12:51:54.813244+05:30,najir_11320
677,1235457227733864469,16,100,2024-11-05 13:01:53.367522+05:30,najir_11320
679,1235457227733864469,252,100,2024-11-05 13:15:28.743389+05:30,najir_11320
680,1235457227733864469,332,-10,2024-11-05 13:27:26.963504+05:30,najir_11320
681,1235457227733864469,142,100,2024-11-05 13:30:33.284369+05:30,najir_11320
682,1235457227733864469,300,100,2024-11-05 13:39:42.481829+05:30,najir_11320
683,1098654279989997638,279,140,2024-11-05 16:08:12.663426+05:30,_torato
684,1045986347518791720,104,80,2024-11-05 17:28:57.455034+05:30,krischay
685,1060410743834546186,47,70,2024-11-05 19:35:36.299021+05:30,pradeep2449
686,885528414042333234,297,80,2024-11-05 20:03:55.332178+05:30,malb6012
687,1060410743834546186,358,100,2024-11-05 20:07:20.252453+05:30,pradeep2449
688,885528414042333234,23,90,2024-11-05 20:07:25.253461+05:30,malb6012
689,885528414042333234,153,70,2024-11-05 20:10:14.48698+05:30,malb6012
690,885528414042333234,76,-10,2024-11-05 20:19:45.771704+05:30,malb6012
691,612706518978002945,301,60,2024-11-05 20:27:46.96103+05:30,s1ms0n_
692,885528414042333234,70,130,2024-11-05 20:28:59.225204+05:30,malb6012
693,1060410743834546186,15,80,2024-11-05 20:34:05.317998+05:30,pradeep2449
694,1246308050051141657,195,-10,2024-11-05 20:44:00.175155+05:30,badhri16
695,1246308050051141657,195,-10,2024-11-05 20:44:29.149054+05:30,badhri16
696,1246308050051141657,195,-10,2024-11-05 20:45:36.435082+05:30,badhri16
697,1179805293518004286,8,-20,2024-11-05 21:30:00.374072+05:30,harshavardhan29
698,1098654279989997638,8,-20,2024-11-05 21:30:00.402718+05:30,_torato
699,1045986347518791720,8,-20,2024-11-05 21:30:00.428132+05:30,krischay
700,1235457227733864469,8,-20,2024-11-05 21:30:00.450701+05:30,najir_11320
701,375529029006262282,280,80,2024-11-05 23:37:13.378701+05:30,animxh
702,375529029006262282,240,70,2024-11-05 23:41:54.294001+05:30,animxh
703,1291464726080913429,129,-10,2024-11-05 23:58:50.739548+05:30,neha011756
704,1291464726080913429,129,-10,2024-11-06 00:01:15.50898+05:30,neha011756
705,1291464726080913429,129,-10,2024-11-06 00:16:58.463402+05:30,neha011756
706,1300865579653267516,270,-10,2024-11-06 04:20:11.309349+05:30,7akaman
707,1300865579653267516,270,120,2024-11-06 04:22:33.466051+05:30,7akaman
708,1300865579653267516,173,120,2024-11-06 04:31:41.318521+05:30,7akaman
709,1300865579653267516,240,100,2024-11-06 04:38:42.315653+05:30,7akaman
710,1300865579653267516,65,100,2024-11-06 04:49:39.18287+05:30,7akaman
711,1300865579653267516,336,-10,2024-11-06 04:57:11.744065+05:30,7akaman
712,1300865579653267516,336,-10,2024-11-06 04:59:37.723324+05:30,7akaman
713,1300865579653267516,336,-50,2024-11-06 04:59:56.177519+05:30,7akaman
714,1246308050051141657,193,60,2024-11-06 10:05:40.859725+05:30,badhri16
715,1246308050051141657,177,80,2024-11-06 10:08:56.786433+05:30,badhri16
716,1246308050051141657,166,60,2024-11-06 10:12:00.044289+05:30,badhri16
717,1246308050051141657,334,-10,2024-11-06 10:14:42.429777+05:30,badhri16
718,1246308050051141657,334,-10,2024-11-06 10:18:39.330267+05:30,badhri16
719,1246308050051141657,334,-10,2024-11-06 10:18:59.501543+05:30,badhri16
720,1246308050051141657,334,-50,2024-11-06 10:19:21.404379+05:30,badhri16
721,1235457227733864469,65,100,2024-11-06 10:34:35.499295+05:30,najir_11320
722,1045986347518791720,303,70,2024-11-06 10:42:39.923757+05:30,krischay
723,1051095318806147072,317,80,2024-11-06 10:52:45.232076+05:30,push12.
724,1051095318806147072,147,60,2024-11-06 11:08:50.678722+05:30,push12.
725,1179805293518004286,328,90,2024-11-06 11:10:42.655073+05:30,harshavardhan29
726,1179805293518004286,35,-10,2024-11-06 11:16:39.190249+05:30,harshavardhan29
727,1179805293518004286,35,-10,2024-11-06 11:17:15.158823+05:30,harshavardhan29
728,1179805293518004286,35,-10,2024-11-06 11:18:11.477551+05:30,harshavardhan29
729,1235457227733864469,139,100,2024-11-06 11:23:39.561872+05:30,najir_11320
730,1235457227733864469,241,110,2024-11-06 11:24:04.294756+05:30,najir_11320
731,1051095318806147072,12,70,2024-11-06 11:44:42.871691+05:30,push12.
732,1298266771446566956,77,-10,2024-11-06 12:37:09.141096+05:30,anishkumar451
733,1298266771446566956,77,-50,2024-11-06 12:41:05.287438+05:30,anishkumar451
734,1051095318806147072,320,90,2024-11-06 12:56:28.538007+05:30,push12.
735,1051095318806147072,328,-10,2024-11-06 13:00:33.307636+05:30,push12.
736,1051095318806147072,328,90,2024-11-06 13:02:48.930127+05:30,push12.
737,1051095318806147072,23,90,2024-11-06 13:06:33.620649+05:30,push12.
738,1051095318806147072,97,90,2024-11-06 13:12:18.451423+05:30,push12.
739,1212818699741044788,61,60,2024-11-06 14:16:50.763381+05:30,gryffin31
740,1212818699741044788,255,70,2024-11-06 14:18:48.360137+05:30,gryffin31
741,1303408857346867223,333,80,2024-11-06 14:26:40.998444+05:30,srinivasareddy0357
742,1303408857346867223,15,70,2024-11-06 14:30:32.21368+05:30,srinivasareddy0357
743,1303408857346867223,301,70,2024-11-06 14:32:30.5506+05:30,srinivasareddy0357
744,1303408857346867223,220,70,2024-11-06 14:40:26.325291+05:30,srinivasareddy0357
745,1303408857346867223,272,90,2024-11-06 14:43:33.933827+05:30,srinivasareddy0357
746,1303408857346867223,228,-10,2024-11-06 15:00:57.612147+05:30,srinivasareddy0357
747,1303408857346867223,228,-10,2024-11-06 15:02:51.867492+05:30,srinivasareddy0357
748,1303408857346867223,228,-10,2024-11-06 15:05:00.623045+05:30,srinivasareddy0357
749,1303408857346867223,228,-50,2024-11-06 15:06:01.711553+05:30,srinivasareddy0357
750,1303408857346867223,276,90,2024-11-06 15:35:25.792556+05:30,srinivasareddy0357
751,1303408857346867223,178,90,2024-11-06 15:42:29.783546+05:30,srinivasareddy0357
752,1303408857346867223,218,70,2024-11-06 15:49:08.436341+05:30,srinivasareddy0357
